content,sentiment
terlalu banyak iklan,0
bagus banget dan banyak lagi lagunya,1
"bug apa ini, ga ada lagunya",1
setiap lagu galau pasti pake spotify,1
sering ngelag padahal udah di download ulang 😭,0
"kok aku gabisa mutar musik ya? selalu ada tulisan ""ada yang salah"" udh gw uninstall trs install lg hasilnya ttp sama.",0
"Spotify kebelet umroh ia ia o, alasan bertahan di Spotify karna lagunya udah muak sama iklan setiap nyetel 3 lagu langsung iklann setiap nyetel 3 lagu iklan lagii",1
bagus aja,1
"min, kenapa sekarang pas lagi dengerin lagu kok tiba-tiba hilang lagu nya, mana di tengah-tengah lagu, dan aplikasi nya kok kalo habis di pakai kok gk bisa di buka ya",1
keren,1
Spotify iklan nya banyak banget saya marah saya tidak suka saya muak nama saya violin xi.5 yang ngetiknya tyosep,0
gatau bgs apa kagak,1
"mantap... sungguh luar bisa, jadi gak suntuk untuk bekerja sambil musiikan...",1
"jujur sebenarnya bagus , tapi kenapa harus premium dlu klo terlalu sering milih lagu sendiri gitu , kesel jujur , jangan semua serba premium mulu dikira semua orang kaya raya apa yah , kurangin juga iklan dikira ngga muak apa ya iklan segitu bnyk",1
Milih lagu ga bisa??? Uninstall ajaa..,0
bagus cocok banget buat yg suka dengerin musik sambil ngerjain tugas good good 😁💯,1
bagus,1
"woe kalo ada iklan stop ngasih nya 4, emang napa sih kebelet banget semua orang punya premium, kita beli hal yang lebih penting tau, kebutuhan keluarga, sekolah, kerja, premium Spotify itu opsional, dan stop ngasih iklan banyak, kebelet haji 5 bulan lu?",0
bagus dan tidak ngeleg seperti yg lain,1
mantap,1
min kok di aku ada koneksi kabel padahal tidak ada koneksi terhubung,0
byk iklan,0
sangat sukaaa,1
setelah update lagunya gak bisa diputar selalu ke skip sendiri,0
"ini kenapaa gk bisa loginnn akunn, asal login pasti Ada tulisan Ada yg Salah tapi pakek akun email lain bisa. masa aku harus buat akun Baru lagi sihh, tolong di perbaiki dong aku mau dengar lagu pun tidak bisa jadinya. pleasee di perbaiki tolong bangettttttttt 😭😭😭.",0
oke,1
Bagus,1
"gabisa di putar lagu nya mending gausah download, gw udah make Spotify 4 bukan TPI bulan ini kebanyakan bug mending gausah download soalnya klo mau mutar lagu gabisa. sekarang saya saran biar ganti ke gotube aja, ini Spotify udah gak jelas males njir",0
Baik tp kurangi iklan,1
"4 karna gaada aku nya, kan aku artis",1
kereennnn pokok nyaaa,1
saya suka spotify,1
"jelek aplikasinya tidak bisa di putar, sekalinya di putar cuman beberapa detik doang tolong dong perbaiki bug mu itu dulu kan enak kalo udh GK ada bug kayak gitu",0
pokoknya bagus banget...,1
banyak iklan gasuka,1
lagu nya ada baon cikadap mantap,1
"iklan nya kebanyakan tolong, satu lagu tiga iklan bikin bt banget coba dikurangin deh iklan nya biar para pengguna bisa betah:)",0
enak buat kalo main game jadi fokus,1
baguss,1
this good apk :),1
bagus,0
aku suka dengan spotify dia membuat ku nyaman dengan semua lagu² nya,1
enak,1
aku kasih bintang 5 biar kebaca banyak yg bilang mahal iy pilih laguuuu doang mau naik haji kalii bayangin pilih lagu iklan nya terusssss ambillll lagu doang dari artis gk ada kan lagu yang dibuat kan ngawurrrr mengambil gak ciptaaaaaa,1
"jelek, dikit dikit iklan, milih lagu aja di Batasin, skip lagu aja di Batasin, semoga gak berkah. cepat ke hapus di playstore",0
keterlaluan sekali iklan sengaja di banyakin 👿😡,0
bagus tapi iklan lah premium di spam Mulu + pas aku masuk ga bisa lah,0
karna harus premium,0
"woii Spotify, INI GIMANA APLIKASI KALIAN, KENAPA SAYA GABISA MASUK KE APLIKASI, LAYARNYA HITAM, BIASANYA TIDAK, TOLONG PERBAIKI!!!",0
aplikasi ini bagus bgtt dan juga lagu-lagu nya enak-enak semua gak nyesel download ini,1
IKLAN NYA KEBANYAKAN,0
makin hari makin ribetin,0
aplikasi nya jelek lagu yg di cari tidak lengkap bahkan lagu yg lama yg kita cari tidak ada juga,0
bagus,1
cocok buat workout supaya makin semangat💪,1
spam aja tu iklan Spotify kikir🤮🤮🤮🤢🤢🤢,0
kerennn,1
tolong iklannya dikurangi ya 🙏,1
"mantap...musik yang lembut sampai ngerock ada, dangdut bikin anda bergoyang, memanjakan telinga anda, pecinta musik anda wajib punya aplikasi Spotify.",1
"aplikasi yg paling buruk yg pernah ku temui, aplikasinya harus beli kalo anda tidak membelinya tidak akan pernah mendengar lagu yg pernah kalian dengar sebelumnya",0
iklan nya terlalu banyak,1
bagus,1
"aplikasi kikir, banyak iklan ga ngotak, kurangin dong iklannya!! PLEASE!!!!",0
el kikir sudah kembali dan saatnya mencari aplikasi baru XD,0
kurang aktif,0
bagus banget 🌟🌟🌟🌟🌟,1
aplikasi banyak bug nya bug jaringan bug lagu yang berganti secara berulang dengan cepat dll,0
sumpah spotify kikir banget ga ketolongan masa cuma ganti lagu harus premium,0
"bagus, tapi ada kurangnga",1
min kenapa sekarang harus premium ga asik ah sekarang ga bisa ngedownload lagu nya kenapa min,0
mantap,1
jos mantap,1
lumayan tapi ada iklan nya,1
"sudah makin bagus untuk radionya, lagu2 terbaru masuk ke dalam list..",1
nice app,1
aplikasi streaming musik keren dan lengkap,1
aplikasi nyampah. pelit isinya 2 lagu 3 iklan,0
"seruu,cuma suka ada iklan kalo bukan premium",1
Sudah 4 hari ga bisa diplay !! sampe download ulang bikin ID ulang tapi masib ga bisa juga dipake spotifnya ! FIX THIS !!,0
spotify tiba tiba musik nya hilang saat saya sedang main game pake musik DJ,0
aku suka dengerin lagu apk ini bisa bantu aku buat latihan nyanyi,1
boikot,0
bagus,1
"terlalu banyak iklan, baru buka lagu udah dikasih iklan, sebaikny iklan hanya 2",0
Kesel banget lagunya blm selesai ganti iklan mana iklanya 4 :(,0
BABI LAH DIKIT DIKIT ERROR GAK JELAS BANGET MASA ERROR HARUS DI HAPUS BARU DI DOWNLOAD BARU BISA GAK JELAS,0
"semenjak update bulan ini spotify banyak problemnya, waktu aku buka apkny ntah knp loading² trs, playlist ak lagunya ilang semua. Akhirnya aku nyari cara ngembaliinnya gimana, di tiktok, gemini dll tapi ttp aja sma. Sampe akhirnya aku buat akun baru lagi dari nomor ak, baru 1 hari aja ada problemnya lagi, lagunya ngga bisa dipencet trs jga ke skip² mlu ntah karna emng kualitas internet ak lgi jlk apa gimana. Pokoknya semenjak update jadi banyak problemnya, semoga ini dinotis",0
sangat tidak rekomendasi untuk di donlod,1
aku bisa mendengar lagu sepuasnya,1
"eror, tiap play musik langsung next next terus",0
jelek banyak iklan dan harus premium dan sangat jelek,0
"enak , bagus.",1
Lumayannn bagus 👌👌🤏,1
bagus,1
saya sangat suka tetapi suka mati lagu nya,1
bagus,1
"sangat bagus""",1
karena saya menjadi dj karena jarang ada iklan,1
saya suka baget aplikasi ini,1
semua akun ku ga bisa di pake ga tau kenapa,0
akun spotify ak GABISA DIPAKEE,0
bagus,1
enakk,1
saya cinta spotifay,1
bagus tapi banyak iklannya 🙏,1
"bagus banget aplikasi nya 🤩 suka banget 💚 musik nya lengkap, ada lirik nya juga, meski kadang iklan buat yang gk premium, tapi gak papa.",1
tolong iklanya jngn trlalu bnyak masa saya di ksih iklan 6 mna satunya 30 detik,0
kalo bisa gak ada iklan,1
mantap sekaliiii👍,1
gajelas bet ngebug kaga bisa dibuka,0
kikir,0
lebih upgrede lagu yg tebaik,1
sukak,1
di saya..kalo di update kenapa menjadi eror ya..g bisa berfungsi... tolong dong,1
gajelas tiba tiba gabisa dibuka,0
kalo boleh tau kapan rilis iklan ke 5 nya nih udah gasabar nungguin nya hahaa,0
gila dulu iklan cuman 2x skrng jadi 4x 😅,0
"iklan nya lebay banget, dan terlalu sering dan itu lagi itu lagi.",0
emang babi ini gua mencet lagu apa malah muncul new jeans gua mencet WHISTLE DARI BLAKPINK LOH,0
"Udah uninstall ""platform2 musik"" karena sekarang isinya emak2 dan bocil2 ""kreator musik AI"" bukan musisi asli. Udah mulai kembali ke ""Bajakan"" unduhan lagu n dengerin offline artis ""Real"" baru atau lama. Btw, kapan diubah statusnya jadi ""Media Sosial""? Udah ga cocok jadi ""Platform Musik"". Bayar langganan tapi malah suruh dengerin ""Sampah Lagu AI"" yang cuma modal Prompt....wkwkwkwk.....",0
memudahkan mencari lagu lgu,1
sudah download,1
lagunya enak,1
aku suka banget,1
semua lagu yang ku simpan tiba“ ilang,0
mana gw udh send email buat login malahhh ga muncul muncul email nya hadehhhhhhhhhh,0
ini apl musik..apa jual iklan....,0
"iklan lu kurang-kurangi lah tod, baru dua lagu malah iklan lagi. capek gue dengernya, mana ada banyak lagi tuh iklan",0
bgss bgt cmn bagi kami yg pengangguran untuk ke premium itu susah jdi klo ad tawaran alihkan ke premium maunya gitu tapi ngga ada duit jdi pake yg biasa aja,1
"kemarin kemarin kalau mau nyetel lagu masih bisa milih milih,makin kesini makin dibatasin,ga semuanya bisa bayar Langgana tau",0
"tolong kenapa di hp saya aplikasinya tidak bisa dibuka, hanya muncul logo lalu layarnya hitam gitu aja terus. bahkan saya udh restart hp dan uninstall apknya tetep aja gabisa tolongin dong...saya mau dengerin musik pake apk ini (hp saya Redmi 10A",0
👍,1
"setelah update banyak banget bug, musik yang tidak bisa di putar, akun yang kena masalah, dan sering slow respon, aku harap semoga kedepannya lebih baik",0
akun nya ga bisa msuk,0
baguss,1
"musik nya kurang lengkap, d pencarian suka ga ada.",1
memakai premium tidak ada iklan,1
lagu nya gratis dan bisa baca lirik lagu nya secara gratis juga,1
Sialan iklan nya,0
keren,1
Kenapa sekarang kalau mau milih lagu harus premium Mulu waktu dulu enggak kek gini deh tolong perbaiki dong saya mau denger lagu tapi gak bisa kalau mencet lagu nya malah langsung ada notifikasi premium dan secara otomatis dengar lagu yang tidak mau di dengar seperti mengacak lagu giman deh Spotify ini tolong perbaiki.....terimakasih,0
"server error ga bisa di buka,akun ngebug playlist kosong semenjak update jadi banyak masalah",0
"jelek,aku coba masuk aplikasi, tidak bisa koneksi internet,tapi aku udah pake Kouta dan wifi",0
"IKLAN 2-3 OKLH, INI 5 WOYY MANA 30 DETIK SEMUA. KURANG 10 NOH IKLAN LU. KEBELET NAIK HAJI NI DISURUH PREM",0
teman dikala suntuk,1
banyak lagu,1
"banyak iklan, harus bayar,. apk sebelah lebih baik,. tnpa harus langganan,.",0
lag terus jelek suruh premium mulu,0
bagus,1
luar biasa sebagai sahabat dlm suka dan duka,1
sportify musik tidak ada dua nya👍,1
"Kalau gak premium, gak bisa download lagu dan hanya bisa beberapa kali memilih lagu. Iklan terlalu banyak, sampai 3 iklan berturut-turut untuk setiap 2-3 lagu. Terlalu mengganggu.",0
enak,1
bagus sayangnya boikot. udh gtu aja,0
top,1
"Jelek banget,",0
"jujur hari ini muak banget kenapa sekarang Spotify berbayar ya?, padahal mau denger lagu doang, jujur kecewa banget. sekarang gak tau mau denger lagu di mana lagi, padahal dulu aja gak berbayar masa sekarang harus berbayar",0
intinya sukaa bagett,1
Bagus,1
bagus min ...,1
bagus lah tetep harus upgrade,1
makin jelek di update ada bug nya,0
tolol pelit,0
seru dengerin nya,1
aneh tiba tiba gabisa dipakai,0
"apk gj, dikit dikit bug, dikit dikit iklan",0
gak bisa putar lagu berkali-kali,1
enak bangt lagu nya ku kasih bintang lima,1
bnyk ikln ny ngsln cma enk dngrinny dimtiin hp ny ttp Nyla LG ny,1
kacau ah.,0
iklan ganggu!!!,0
kadang klo mau denger lagu offline tuh gak bisa masuk ke apknya soalnya offline tapi cuman kadang² sih dan ada beberapa lagu yg enggak ada tapi masih wajar sih soalnya lagu yg gak ada itu enggak waw² banget dan enggak terlalu populer dan yg dengerinnya juga kayaknya cuman yg punya selera unik ajah.,1
maksa banget lu harus bayar,0
saya suka sekali dengan aplikasi ini.. semoga bisa dwonload lagu nya tanpa premium,1
saya suka,1
sangat menipu,0
sebenarnya good ini aplikasi -boykot aja ✌🏻,1
aku suka banget sama lagu nya,1
good,1
enak untuk dengerin pas lagi main ff pake lagu sad,1
"gajelas tiba2 g kebaca playlist g ada g bisa puter lagu, di laptop bisa d hp g bisa pdhl akunnya sama.",0
bagus,1
"ya sekarang sihh kurang, soalnya tidak ada lagi repeatnya, jadi bagi saya tolong munculkan lagi y thanks",0
suka bangettt sama apk inii🤞🏻🤞🏻,1
bestlah pokoknya buat dengerin lagu kalo lagi makan/beres¹rumah,1
bagus,1
sangat bgs,1
bagus kalo lagi beres² bisa ngedengerin,1
banyak iklan nya nggak jelas banget,1
sangat enak di dengar lagu nya dah tidak boros kuota,1
"gabisa milih lagu jing, pencet playlist yang muncul malah tulisan. apk dongo",0
bagus,1
harus premium👎,0
"PLSSSSSS PERBAIKIN GA SPOTIFY NYAA !! MASA AKU MAU MILIH LAGU YANG MAU AKU DENGER MALAH DISURUH BAYAAAARRRRR, AKUU GATAU INI BUG ATAU GIMANA TAPI PLS BALIKIN SPOTIFY KAYA DULUU, SPOTIFY SEKARANG BANYAK IKLAANN AND KALAU MILIH LAGU HARUS BAYAR MANA AGAK OVERPRICE 🙏🏻🙏🏻🙏🏻🫪",1
iklannya nya banyak benget baru denger dua lagu udah iklan 😮‍💨,0
ok,1
suka banget soalnya banyak lagu fav aku,1
ga usah di kasih tau lah yaaa...!!,1
"bagus tapi, agak kesel kalo tiba-tiba ke ganti jadi iklan, mana banyak lagi",1
bab1 udah sering pakai Spotify gw pengguna gratis tapi sekarang saat mau mendengar musik disuruh premium terus,0
gabisa ganti lagu njir harus premium yang diganti apa yang ke setel apa,0
pokonya worth it banget,1
aplikasi ini sangat bagus walau ada sedikit iklan,1
okeee aku suka dengerin lagu yang tanpa membuka apknya jdi ni sangat membantu lahh yaa trss mungkin ada sedikit gangguan tetapi gapapa👍,1
SPOTIFY SEKARANG UDAH GA SERU BINTANG SATU,0
bagussss sekaaliii mantapppp,1
banyak iklan,1
keren,1
keren aplikasinya,1
baguss,1
tadi saat saya memilih lagu semua malah di skip jadi saya agak kesel dan bad mood jadi nya jadi mohon ya min saya agak kesel soalnya,0
okelah..,1
pengalaman mendengarkan musik yang menyenangkan di Spotify,1
"gajelas banget gabisa masuk spotify nya, awal nya gabisa play musik, mau play musik tiba tiba ke cancel lagu nya tiba tiba ga ada, udah hapus terus download lagi sama hasil nya, udah restart HP juga sama aja, udah 2 hari nihh woyyy",0
KENAPA GA BISA MASUK KENAPA TULISAN NYA COBA LAGI TERUS SI #patah hati#hate,0
apl ini bagus banget aku sukaa dehh sama apl satu ini kalo aku lagi gabut aku suka dengerin lagu disini sambil main game,1
"good mood bangett pake aplikasi ini, lagu lagunya bisa mewakili perasaan dalam keadaan apapun, dan semua lagu gratis",1
ini kenapa lagu di playlist saya hilang ya? tolong beritahu alasannya dan kasih solusi,0
najis mau muter lagu kelingan mantan yang keputer lagu lain. Apaan sih nggak jelas banget.,0
bagus banget buat dangdut 😝😝,1
bagus tapi sekarang sedang ga bisa dibuka,1
disini semua lagu ada dan kita dapat melihat lirik lagunya jika kita gak hapal lagunya,1
aplikasi idaman,1
"setiap mau buka lagu terus buka aplikasi lain lagunya tiba tiba berhenti,setiap main game terus buka lagu tiba tiba lagunya berhenti sendiri tolong di perbaiki yaa",1
seru lagunya enak tapi banyak banget iklannya,1
bagus,1
Gacorrr🥶🗿,1
ok,1
enak banget,1
"enak buat main game jadii kayak bisa buat cb atau sekedar seru seruan aajaaa, terus kadang bisa hapalin lagu dari sini juga, kadang aku dengerin tenxi, Hindia, feast, naykilla, dia, dll, jadi pokoknya bisa nikmatin dunia nenangin dir juga bisaaa atau AU ah pokoknya enakk bangettt.",1
bagus buat yang ingin mendengarkan lagu,1
lagunya bagus bagus.!,1
buruk untuk sekarang karena harus ke premium untuk memilih lagu,0
"buset baru satu dua lagu langsung iklan, mana iklannya 4 lagi",0
bagus,1
kata nya gratis tapi pas di cek premium tapi premium juga tetep bagus kok 😁😁😁👍👍👍👍👍👍,1
semua lagu ada deh,1
"kebanyakan iklan, buat lu yang baca komenan gua mending pindah aja ke youtube music",0
bagus banget,1
ga ada lagu aperte o play,0
entahh suka aja pokoknya soalnya bisa ngebuka apk lain tpi tapi masih ada lagu pokoknya bintang 5,1
greedy af lol,1
"udh 1 minggu gabisa play lagu, setiap apk dibuka selalu muncul tulisan ada yg salah, udah coba semua cara masih gabisa² juga, tolong ini gimana sih spotify malah makin gjls!",0
bagus banget,1
bagus,1
jelek bngt mana kaya dipaksa suruh bayar😩 iya tau yg bikin apk butuh duit tp ga gini jg! 😠 mana sering ERORRRR JELEK BNGT,0
"bagus,dan menarik",1
"maksa bgt buat jadi premium, masa mau dengerin musik doang harus premium? mikir kids",0
saya tak bisa membuka sportiy saya,0
"aplikasinya sangat enak, dan lagu bisa terutama dalam keadaan hp layar dimatikan, saran agar iklan tidak terlalu lama cukup 1 iklan 10 detik",1
"Fix your bug first, you greedy lot. How come I suddenly can’t play or even open my account?!!? “Something went wrong”, “Something went wrong”—what the hell? I haven’t done a thing. I don’t mind you bombarding me with adverts, but suddenly my account’s not working? Oh man, that really sucks.",0
JELEK KALI APA² PREMIUM,0
keren,1
gw galau pake ini,1
"kenapa akhir-akhir ini Spotify pnya ku tiba-tiba ga bisa di buka, kalau pun di buka ada tampilan coba lagi, sampai aku ganti akun tetap aja, udh aku cba download ulang pun sama jua",0
baguss bangett lancar,1
sukaa bangettt,1
mantap kurangin iklan serem nya,1
kok nya mantap,1
banyak bangett lagunya semuanya adaaa,1
sangat menyenangkan,1
good,1
bagus bgtttt,1
sangat menikmati aplikasi ini. terimakasih..,1
ENak sekali mendengar lagu ini,1
"ni aplikasi napa dah, yang gw cari ini yang keluar laen ya aneh lo",0
"ini kenapa tulisan ""ada yang salah"" terus gabisa mencari lagu atau memutar lagu? tolong diperbaiki akun atas nama ""syaa aisy""",0
lelet banget jir 😭,1
bagus bgt hrsnya jg n ada iklan,1
kurang suka sama iklan,0
aku mau tidur sm main game tetap denger spotify soal nya bagus bgtt,1
"JANGAN PERNAH PAKAI APK INI!! KARNA APK INI BAGUS BANGET!! SEMUA LAGU YANG KALIAN SUKA LENGKAP, ARTISNYA JUGA LENGKAP, SAYA KASIH BINTANG 5!!!",1
baguss bagus banget sumpah,1
akun utama gw gabisa mutar musik jing,0
"aku sedang mendownload,tapi aku ingin minta maaf jika aku bermain Spotify di bawah 13 thn seblumnya",1
aku suka tpi minusnya ada iklan nya,1
kebanyakan iklan ya 😞,1
bagus banget,1
Bagus,1
sukakk bgtt dengerin lagu dsini sayang bgt harus premium buat dengerin tanpa iklan,1
maksa bngt suruh pke premium jir,0
kenapa setelah update malah gak bisa di buka aplikasi nya?,1
karena iklannya banyak,0
gaada obat,1
tidak bisa digunakan pada device saya asus zenfone 10 padahal dengan akun yg sama bisa putar musik di browser baik mobile/desktop,0
seru banget kalau lagi bingung mau ngapain biasanya aku dengerin lagu disini,1
aplikasi nya sangat bagus,1
NGOTAK PLS IKLAN NY.,0
banyak iklan,0
"orgil anjir, sekali iklan 4, menjajah betul? ga ngotak cok iklannya makin kesini, mana sekaki iklan 30 detik, udh itu ga bisa di skip. tolong dah.",0
"L app, kikir nya minta ampun. Mau denger musik aj di batasi dn klo mau sepuas nya harus beli prem L app L prem L iklan",0
"lagunya tidak beraturan, misalnya saya buka lagu-lagu tenang santai atau galau tiba-tiba ke lagu yg saya ga tau.pokoknya tidak beraturan, sangat mengecewakan!!",0
saya suka,1
setiap buka aplikasi lawarnya hitam doang udah beberapa kali ngulang tetep hitam aja tolong yaa di perbaiki,0
agak lama mau masuk jadi rating nya 3 aja ya,1
bagus,1
aplikasi rusak gak bisa di pakai tiba-tiba musik nya hilang,0
terimakasih,1
maksa suru premium,1
ini gratis! seru bisa menikmati lagu,1
aplikasi yang bagus saya suka dengan musik musik di Spotify,1
bagusss bangetttt pokok nyaaa,1
Sayah suka sama lagu-lagunya,1
top lah,1
sangat berguna,1
"kebanyakan iklan, boikott",0
bagus banget sumpah,1
top markotop,1
lagu nya seru udah sih gitu aja ohh iya trus KLO keluar apk GK berhenti lagu nya,1
bagus cocok buat dengar musik,1
kenapa nge bug woyyyy,0
"Kenapa Spotify gua gabisa di buka woy admin, dari kemarin gabisa dibuka",1
aplikasi nya enak buat nge-game tapi gak suka baru denger 2 lagu udah iklan :(,1
enak didengar dan bisa mendengar kan musik sambil main game dan jadi lebih seru,1
Tau moodku dan so ini aplikasi yg paling the besttt,1
enak di pakai,1
baguss,1
"saya sangat senang dengan iklan 3-4 lapis yang masing masing berdurasi 30 detik, sungguh pengalaman yang sangat sempurna, saya sempat muak dengan lagu lagu dari berbagai band, paling bikin saya muak adalah lagu Hindia dan the walter, terimakasih atas iklan 4 lapis dengan durasi masing masing 30 detik tersebut",1
musik yang banyak,1
kenapa milih lagu harus premium gasuka banget sama nih aplikasi,0
bagus banget apalagi bisa dengerin lagu old bikin nostalgia aku rate 5 bintang yaa semangat terusss💖💐,1
bagus untuk sehari hari,1
Bagus dan enak,1
ini cocok bisa sambil main game,1
bisa main sambil main FF,1
bagus banget setiap hari putar lagi walaupun gak sepuas nya aku tapi aku udah lumayan puas,1
bagi cocok banget untuk saya,1
"oke kalo playlist di shuffle, la ini ganti lagu disuruh bayar ke premium dulu, ganti lagu doang lo bayar, sampah lah",0
aplikasi ini bagus,1
baguss bangett🫰,1
bagusssssss bgt aplikasinya,1
gratis,1
aaaahhhh enaknya spotify premium. no iklan iklan. dengerinnya nyaman. suara musik pas premium kerasa banget kualitasnya daripada yg gratisan,1
"bagus tapi terlalu banyak iklan,dan harus premium dulu",1
baguss,1
kenapa tidak bisa pilih lagu sendiri yh,0
"woi ini gimana sih spotify, padahal akun gw ga ada apa apa tiba-tiba pas lagi setel lagu, lagunya tiba-tiba pindah sendiri terus menerus dan itupun gantinya belum ada 2 detik. udah gitu tiba-tiba akun spotify gw ada ""something went wrong"". Mohonlah di fix, saya udah cari berbagai cara untuk ngatasi ini sampai hapus ini aplikasi 2x tapi masih aja kejadian",0
ENAKK BANGETTT JYUJYURR,1
gw sebenarnya dengerin lagu apa dengerin iklan? serius nanya ini mah developer,0
saya suka,1
kocak kikir,0
seru,1
diupdate malah eror hmm gabisa buka lagu,0
gila bagus emg bagus sih tapi gilaaaa bagus,1
enak buat menemani setiap hari,1
suka deh nyari pake lirik setau nya aja langsung ketemu lho judulnya😳🤭,1
bagus banget,1
bagus untuk jalan,1
"iklan 4 lapis, apa apaan?",0
bagusss,1
ok,1
bagus banget. ga ada iklan ama sekaliii 😆😆,1
bisa buat play lagu,1
enak² bgt sih musik nya dan gratis,1
burik ga bisa masuk celeng,0
sangat mudah untuk memilih lagu sesuai apa yg saya mau,1
bagus aplikasinya👍👍👍,1
suara jernih dan lagunya enak enak,1
suara nya jernih banget☺️,1
bagus mayan jir gw pake asik,1
sangat menikmati,1
sayangat bermanfaat saab membuat lagu dari note block di minicraft dan lain²,1
Good,1
apik bolo,1
bagusssss aplikasi ini sangat membantu untuk mendengarkan musik jadi saya sangat terhibur saya sangattttt sukaaaaaaaaaaaa saya bisa mendengarkan berbagai musik di spotif,1
sukaaa sichhh,1
saya tidak bisa login dan sudah berkali² di coba pun tidak bisa,0
bagus suara jernih banyak pilihan lagu tapi minusnya banyak iklan.,1
bagus dan menarik,1
aplikasi yg bgus dan tidak bnyk iklan,1
eror play list kosong tidak bisa play lagu,0
good,1
"Min udah banyak loh yang ngasih bintang 1, bukannya improv malah makin banyak iklan nya dari yang 1 iklan 20 detik, skrng iklan nya malah ada 4 trs 1 iklan skrng bisa sampe 30 detik, wah hebat ya apk ini",0
mantap pokonya,1
ok,1
okelah aplikasinya tapi iklan nya kebanyakan dan durasi nya lama jadi mohon untk dikurangi iklan nya,1
joss enk ga ribet,1
saya suka banget denger lagu yang di spotify,1
gajelas gua nyalain musik malah mental,0
baguss tapi kurangin iklannya😐🙄,1
aku sayang padamu,1
as long as still free hehe,1
lagu jay mantap mqntap,1
gua pas masuk kagak bisa ini rusak kah Spotify minimal kasih tau ke gimana cara masuk nya😒😒,0
"aplikasinya bagus, aku pakai paket gratis suaranya oke(tergantung speaker hp), sistemnya bagus, tapi iklannya bejibun, plus kadang² dibatasi pemilihan manual lagunya it's ok, tapi aku paling ga bisa nunggu iklannya, karena ga bisa di skip, dan kadang sampai 4 atau 5. Aku saran dikurangi aja iklannya (maaf banget minta padahal pakai paket gratis), terimakasih...",1
suka,1
"sangat suka,karena bisa pilih lagu sesuka nya,dan bisa pilih murotal juga. terimakasih banyak 🙏🙏🙏",1
"slalu eror, tiap denger lagu slalu next lagu sendiri, kadang gabisa diputar, hapus cache malah coba lagi login",0
boikot spotify,0
kenapa sekarang tidak bisa play lagu di folder sendiri,0
keren mantap,1
mantab iklan nya nambah lagi anj,0
bagus tapi banyak iklan,1
lumayan ngilangin kantuk,1
enak banget ga nyesel saya download,1
enak.,1
BISA UNTUK KERJA DAN BELAJAR DAN LAGUNYA ENAK BANGET,1
Sekarang saya sudah langganan Spotify Premium untuk memutar musik tanpa iklan. Harganya Spotify Premium adalah RP79.900 Per bulan.,1
knpa spotify saya ga bisa di buka ya pas mau di buka ada yang salah cona lagi padahal koneksi saya full ga ngelag samsek,0
"kikir betul ni apk anying, iklan bisa ampe 4 biji. mana dengerin lagu ada batasnya. gua gabakal premium, gabakal kalah dari elu yh spotipay",1
"baru putar 4 lagu udah muncul iklan, habis itu 3 lagu lagi iklan lagi. jujur jadi kurang nyaman dipakai karena iklannya terlalu sering..",0
suka aneh lgi enak denger malah tiba tiba rekomendasi untukmu kan udh nyimpen playlist sendiri ngapain ngerekomendasiin udh mah bahasa apa lgi ga ngerti,0
keren,1
"iklannya makin lama makin banyak, baru denger 1 lagu iklan 5 biji",0
"jelek, banyak iklannya",0
suka bgt,1
"apk ya hodie anying,iklanya lebih sering muncul kikir banget.",1
bagus,1
apk bagus bisa mendengar kan pas main game,1
gw lagi berak iklan nya podcast horror cok🗿😂,1
baik,1
apk rusak,0
knp spotify saya bayak iklan ny ya min? padahal dulu g sebanyak ini deh,1
Verry good,1
"keren bintang 5,tapi kalo anda melihat komen ini bintang 4,,, berarti ini kurang keren",1
"kenapa gbs masuk? tiap buka tulisannya coba lagi gbs denger lagu, masa hrs premium?",0
terlalu banyak iklan,0
"Spotify adalah aplikasi musik yang sangat praktis dan menyenangkan digunakan karena memiliki koleksi lagu yang sangat lengkap, mulai dari lagu Indonesia hingga internasional. Tampilan aplikasinya sederhana sehingga mudah dipahami, bahkan untuk pengguna baru. Kualitas suara yang dihasilkan juga jernih dan nyaman didengar. Selain itu, fitur playlist, lirik lagu, dan rekomendasi musik membantu pengguna menemukan lagu-lagu baru sesuai selera. Aplikasi ini juga bisa digunakan kapan saja dan di mana s",1
banyak iklan mana Ampe 3 lagi,0
aplikasinya baguss bangett ada lirik plus bisa offline an juga,1
bagus,1
"maaf ya para pihak spotify,dimana saya ingin menyetelkan lagu harus beli premium dulu terus ganti lagu nya tunggu satu jam,dan iklan nya tolong di kurangin itu dari saran saya ya terima kasih🙏",1
ini sangat membantu,1
bagus sekali,1
iklan tok,0
"ga bangett masa sekarang milih lagu harus premium dulu, pliss deh min balikin kayak dulu lagi min",0
nikmati skli,1
saran saya iklan nya di kurangi dan kalau mau nge download music jangan harus beli dulu premium karna aku juga biasanya suka ngedenerin musik kalau misalnya aku kgk ada Kouta😔,1
great,1
min inikok habis 2 minggu aku gk bisa masuk app nya lagi min,0
"Saya sering menggunakan Spotify untuk mendengarkan musik saat bosan. Aplikasi ini memiliki banyak pilihan lagu dari berbagai genre dan musisi dalam maupun luar negeri. Fitur pencarian liriknya juga sangat membantu ketika lupa judul lagu. Selain itu, tampilannya mudah digunakan dan kualitas suaranya bagus. Namun, iklan pada versi gratis terlalu sering muncul sehingga cukup mengganggu. Harga premium juga terasa mahal untuk pelajar.",1
baik,1
sangat mantap,1
